error_type,index,primary_mode,all_modes,n_modes,stars,word_count,prob,text
FP,590,unexplained_fp,unexplained_fp,1,2.0,288,,"First let me start by saying I came down with Norovirus this week, aka the stomach flu... Holy miserable. The only thing I needed was something to make my hurling stop... Last night, I decided to go to this pharmacy to get some Emetrol. I get to the store about 910pm still feeling horrible but, hey, I can hold it together for the time it takes to get some medicine. I find what I need and go to che"
FP,606,neutral_allergen_mention,neutral_allergen_mention|secondhand_or_hearsay|generic_complaint_no_hazard,3,3.0,488,,"I don't really have fond memories of the Old Spaghetti Factory growing up, so I wasn't particularly nostalgic when I heard one had opened up in Carmel. Hubby was excited though and did ask to go here for dinner a few times, so we finally went for date night. I did enjoy the interior decorating that is apparently a theme at all of their restaurants. I liked the big trolley car in the middle of the "
FP,616,negated_hazard,negated_hazard|illness_mentioned_not_caused_here,2,2.0,157,,We went in for lunch last week food was good but the girl helping us was very rude! I asked what the seasoned chicken was seasoned with she looked at me like I had three heads and said she did not know and that people never ask. Looked at her coworker and they both looked lost! How do you either not know because you where not trained right or never asked!! People do have food allergy and you shoul
FP,623,negated_hazard,negated_hazard|illness_mentioned_not_caused_here|unpleasant_not_unsafe|strong_negative_sentiment_only,4,1.0,51,,So nasty. The food is like...the crappiest sushi could be. I came because I was enticed by how cheap it was but omg. I couldn't eat more than one piece because it was so gross. I'm surprised it didn't get me sick. Don't do it!!!! Go anywhere else. Repulsion is imminent.
FP,627,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here|strong_negative_sentiment_only,2,1.0,101,,"Every time I set foot into brew brothers I have an overwhelming urge to leave. This place has one of the most horrendous atmospheres of all time. If I have the ability to keep myself as far away as possible, I absolutely will. Go to this bar if you have an affinity for: Being a sick bro Fraternities Mediocre Microbrews Lifted Trucks Backwards fitted hats Popped polo Collars Date Rape Tribal armban"
FP,636,unexplained_fp,unexplained_fp,1,1.0,59,,"You don't accept cash? I don't think you grasp the ramifications of such a corpo-fascist economic principle. No room for arrogant commies in my diet thank you so very very little. Can't wait to see this place nosedive For anyone in the dark about this policy, watch Mike Judge's film, Idiocracy. Pay close attention throughout the hospital scene. ""Unscannable!!!"""
FP,640,negated_hazard,negated_hazard|illness_mentioned_not_caused_here,2,2.0,159,,"Points for the hostess being super friendly and our waiter trying to be friendly (though it seemed to be very difficult for him) and my entree was delicious. I had the lemon pepper shrimp, which was very tasty and very buttery, so I was bemoaning fate while I ate. After noticing all of the salads had romaine lettuce (seriously? why can't a sister get some arugula?!), I began getting the feeling th"
FP,645,unexplained_fp,unexplained_fp,1,1.0,85,,"We ordered delivery because I'm sick at home. For $12 carnitas that was supposed to come with cilantro, onion and salsa, non of these was included. they came with only a little bit of meat in two taco shells and tasted unseasoned. My pork shoulder was very chewy and was supposed to come with pickles but didn't. The beans, potato salad, and coleslaw were all filled less than half way. Only good thi"
FP,651,negated_hazard,negated_hazard|generic_complaint_no_hazard,2,1.0,69,,"LAZINESS AND DISRESPECT , this was my first thought when I walked into this place. The manager and the rest of the employees don't care if you bring business there! To the owners-owner: The manager has no knowledge about cross contamination and how the food is prepared!!! You needs to take a bold decision about management and training! Money is not an end in itself but just a tool."
FP,663,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,2.0,228,,"I really wanted to like this place...from all the write ups, I was definitely expecting to. But I wonder if everyone was at a different restaurant? Our service was slow, slow, slow. I realize that there is a slower pace here in the South, and that's fantastic, but this was unacceptable. And our server made it known several times over that he wasn't from here. It took about 20 minutes for us to get"
FP,664,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here|unpleasant_not_unsafe|strong_negative_sentiment_only,3,1.0,34,,"I would've gave them 1 star if it wasn't required..... Nasty Rewarmed Gritz, Dirty waffle makers...... I'm sick Of'em...... this eatery hasn't been up to par since the first day they opened the doors"
FP,672,neutral_allergen_mention,neutral_allergen_mention|negated_hazard|illness_mentioned_not_caused_here,3,2.0,93,,I went to this particular location to try out the product. The quesadilla I ordered was the far-east quesadilla. I asked the young man if I could get it with no onions he said yes. I got the quesadilla / rap which is what I was served and one of had onions. I I ordered without onions because I'm allergic to onions. I also asked the young man if it came with teriyaki and he said it did. It didn't I
FP,678,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,1.0,80,,"Had a family member with a severe food allergy in the party and two servers gave her conflicting information on the same dish. We asked for the owner over to verify the dish, and he treated us with the utmost disrespect. When we decided to leave, he called out after us that we were full of sh-t. There are too many breakfast places in Nashville to stomach such apalling service from the owner himsel"
FP,684,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,2.0,297,,"Another place we haven't been to in years. We almost did a few months ago, but wait times were loong. So tonight, we made our reservation for 3. We were told 10-15 minutes, we were on our way and got there 7pm,but it was actually 715pm, 725pm, we asked,were told that the table was reserved, which turned out to be us! Um... We were seated with another 3 with one with dairy allergy (no butter), you "
FP,685,neutral_allergen_mention,neutral_allergen_mention|negated_hazard|generic_complaint_no_hazard,3,3.0,322,,I had spent a fair amount of time for just the right place to have lunch when coming to visit Chadds Ford for the weekend. Upon our entering Nudy's the smell was intoxicating! I was sure I was going to get some good down home cooking! The menu was full of choices. My partner and I had trouble making up our minds. Nudy's serves breakfast and lunch. Being gluten intolerant I was pleasantly surprised
FP,692,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,1.0,228,,"Totally disrespected at this restaurant this evening!!! JDs Restaurant & Lounge. I came in for some dinner. Sat at the bar because I was by myself. Asked if it was okay to sit at the bar and eat dinner. The bartender/server said it was okay. I ordered the Most expensive meal they offered, King Crab legs dinner. Along with my dinner, I ordered ice water with lemon. While waiting for my meal, an eld"
FP,694,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here|strong_negative_sentiment_only,2,2.0,283,,"My family and I came here after a long day. 6 adults and 3 children. When we walked in the door we were unsure whether or not we should seat ourselves. Several employees made eye contact with us and said nothing, so we seated ourselves. We did not get acknowledged for ten more minutes. If not for the kids and the fact that we were starving we would have left by this point. We ordered and the serve"
FP,707,neutral_allergen_mention,neutral_allergen_mention|strong_negative_sentiment_only|generic_complaint_no_hazard,3,3.0,69,,Food was tasty but I was very disappointed that Yelp had them on the list of gluten free pancakes and they DO NOT have GLUTEN FREE pancakes. If I would have stood in the long line that is usually here I would have been pissed. Yelp needs to change their information so those with Celiac who are craving pancakes won't be crying in their eggs like I am now.
FP,716,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,3.0,49,,Awesome service great food...perfect for a date or just a night out with friends. Back for another night and I asked if I could substitute a side dish which I wad allergic to and was told no. Not really happy about that. I thought this was about customer service.
FP,723,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,1.0,279,,Absolutely terrible. We had a larger table of 8 and went on a Saturday night. The food was overpriced and not good. One in our party ordered the salmon and she asked for it to be cooked thoroughly in addition without prawns as this is an allergy. When the fish came it wasn't and it had no flavour and had the prawns. She then asked for it to be done again. They came back again with the wrong order.
FP,730,generic_complaint_no_hazard,generic_complaint_no_hazard,1,1.0,428,,"Unfortunately, Yelp requires placement of at least one star, in order to post a review, but, this restaurant does not rate that high. I, and my friends and family visited this restaurant this evening. We were disappointed in the food ordered, but more importantly, we were absolutely shocked at the behavior of the owner. I was served a dish I did not order. I did ask the server about this, and she "
FP,736,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,3.0,383,,"This place has the potential to be a 4-star place, but isn't quite there yet. We ate dinner last night during Jammin on Julia, and for one thing, this is a VAST improvement over Foodies at the same location. That place seemed to be allergic to flavor. The decor and service was very nice I thought. While I would have been happier had the final four been on TV (rather than cheerleading and high scho"
FP,745,unexplained_fp,unexplained_fp,1,3.0,217,,"I was in the area with a family member in the local hospital. The reviews drew me in. Things started off okay with a friendly server. I ordered a tall gin and tonic and when it arrived it seemed a bit strong (more on that later). I perused the expansive menu and selected a grilled cheese which included short rib, but learned they had sold out of short run earlier. I then selected the Cowboy, but a"
FP,751,unexplained_fp,unexplained_fp,1,2.0,355,,"Okay. I'm going to try and keep this simple: For a hotel of this size, nameplate and cost per room this hotel is a complete failure. Approaching the hotel, it looks pretty modern and nice. It's next to what seems like a high-end mall for the WASPy suburbanite inside of you but if you don't use the valet, you have to drive around to the back B-level entrance where you get all the charm of a hospita"
FP,768,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,3.0,232,,"When I was reading reviews for this joint it says for ""Just about anything..."" so I thought that they would have some sort of all day menu so they can serve just about anything at anytime of day. It was our last day in the Clearwater Beach area and my son developed some sort or allergy from insect bites so we took him to urgent care. As a result we did not get to Kelly's until 3:00 PM. When they h"
FP,775,neutral_allergen_mention,neutral_allergen_mention|illness_mentioned_not_caused_here|strong_negative_sentiment_only,3,2.0,58,,"Disappointing experience on most levels. Unfriendly service, poor food quality, slim amenities, did not feel hospitable whatsoever. Was very disappointed with quality of food at room service and the lack of any basic amenities in lobby like bottled water snacks etc. menus were limited and not food allergy friendly in any way. Staff treated me like an annoyance."
FP,781,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here|unpleasant_not_unsafe,2,2.0,123,,"My husband and I used to be big fans, but some portion sizes have decreased (the prices have stayed the same or gone up). That wouldn't matter so much if the staff were nicer. Twice in person and now just last week over the phone we've received some of the rudest treatment we've ever had in food service, just for calling in with questions about buying a hazelnut dessert for someone with an allergy"
FP,803,neutral_allergen_mention,neutral_allergen_mention|illness_mentioned_not_caused_here,2,2.0,336,,"Food was fantastic, but everything else needs improvement. I walked into this restaurant to half of the tables unoccupied but was told that the wait was 45 minutes unless I wanted to sit at the bar. Seeing that I was dining alone, I opted for the bar. Sitting and looking around, it was clear that the tables were unoccupied because they were all a mess. It quickly became evident that this restauran"
FP,825,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,1.0,139,,"Oh boy, where to begin? Sat and ignored. Poor to very poor attention given on a Monday night. Was our waitress sick? 45 minute wait for appetizers which arrived at the same time as the meal. This even though we ordered the appetizer 30 minutes earlier? We asked that the meal not be served at the same time but out waitress just mumbled something about her manager told her she has to serve the food "
FP,837,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,2.0,241,,People tend to rave about Joe's formerly known as Chinks however I am not nor have I ever been a big fan of their steak sandwiches. There are definitely other places in the city I choose to go to before ever choosing Joe's. I don't like the fact that everything is pretty much cooked together regardless of your order. I absolutely HATE onions and every time I have had a sandwich from there that's a
FP,845,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,3.0,55,,"Like jamba juice without a blender for the trophy wife that's hard pressed on time and doesnt want to miss her private yoga appointment. the bowls are good if you're rich, cant be bothered, and allergic of gluten or whatever the next trendy thing to avoid is. she probably didnt vaccinate her children either. ugh."
FP,852,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,3.0,53,,Very very busy when I was there...stopped in for one and left good bartender once I got his attention .... only one bartender on a Sunday in 30th Street Station ???? REALLY????? I'm not slamming the bartender just who ever scheduled one bartender on a Sunday (or the bartender that called out sick)
FP,862,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,3.0,119,,"I want to like Five Guys more than I do. I want to give it a higher rating. The burgers are quite tasty but there are some serious flaws: * Too expensive. Seriously. A small burger and small fries shouldn't cost me $8 * Speaking of the fries, they are salty. Very salty. Almost too salty to be edible. But ever for those flaws there's still a lot of good there. They have tons of toppings, all of whi"
FP,863,negated_hazard,negated_hazard|illness_mentioned_not_caused_here,2,3.0,251,,This place is really nice. I enjoyed it a lot. The food was up to par and the price was decent for the amount of food you are getting. The only thing that ticked me off was their service. We had a rude waiter who constantly was talking to a group of girls across our table and when we needed refills on our drinks it took him 20 minutes for him to notice. He was so rude that another waitress had to 
FP,864,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,2.0,108,,"This was my least favorite place we visited for brunch. The service was not up to par. The food was good, but what left me confused was the hostess asking about any allergies. I have a tree nut allergy so I thought ""oh cool, how thoughtful was that!?"" When I ordered a $12 dessert that was not labeled correctly I wasn't able to eat it because it had Nutella in it. Luckily, the people at my table wa"
FP,868,unexplained_fp,unexplained_fp,1,2.0,198,,I have been a long time customer for almost 3 years now. The food is good and it's location is key for hospital employees. the service has been in great decline. On two separate occasions they had messed up my order. When I called to inform them of their error i was met with bluntness and an unapologetic attitude. I had order a buffalo chicken pita wrap (best thing on the menu) and received a chic
FP,889,secondhand_or_hearsay,secondhand_or_hearsay|illness_mentioned_not_caused_here,2,3.0,190,,"Sound quality was pretty good and we were within a few feet of the stage for the Brandi Carlile concert (which was A+, 10 stars! but that's a separate issue from the venue). Definitely a marginally sketchy area and entry is via back alley. Everybody had to exit via literally a single door, the others were blocked/closed. Hate to be in there if there were one of those nightclub fires that happen ev"
FP,902,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,1.0,48,,They will be out of business soon. Workers as slow as melasses. Unhas to tell her to change gloves after handling money and before doing my salad. I hope no one with a egg allergy comes here. Extremely overpriced. No wonder they are empty on a busy day.
FP,916,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,2.0,183,,"If your going to see a concert and planning on drinking, I HIGHLY recommend pre gaming it somewhere else. Their drink prices are absolutely absurd! You would think paying 7-10 for a 2 ingredient drink it would at least be a good one. NOPE! You can barely taste the alcohol. They don't allow smoking inside so that's nice, but the place is a tiny little hole in the wall. I've been to two shows so far"
FP,919,neutral_allergen_mention,neutral_allergen_mention|illness_mentioned_not_caused_here,2,3.0,213,,Sometimes you just crave a fried seafood meal instead of all of the healthier alternatives! I arrived right at lunch time and was greeted with a smile . The server asked if i liked the table she suggested before seating me and i thought that was very nice. I immediately was asked what i wanted to drink and was promptly brought an iced tea. The unsweetened ice tea tasted sour. (I have this theory t
FP,924,unexplained_fp,unexplained_fp,1,1.0,294,,"Paradise is always such a disappointment. I don't know why we keep visiting. I think I've convinced myself that if I try something new I might like it. But no. That doesn't happen, ever. The food is absolutely terrible. Bland, boring, almost like a bunch of incomplete thoughts. Their shrimp and spinach salad is comparable to hospital food. The eggplant sandwich is inedible and not what someone who"
FP,931,negated_hazard,negated_hazard,1,1.0,265,,"I visited here recently and was not impressed by their sushi or their service. We were sat and promptly asked what we'd like to drink and it was brought quickly. After that, we sat at the bar for a few minutes and then the chef asked what we'd like. We ordered and the food came out in a reasonable amount of time. The presentation was lacking in flair and it looked very lazily put together. The fla"
FP,932,unexplained_fp,unexplained_fp,1,2.0,109,,I love Dierbergs!!!!!!!!!!! I do not love this location. I usually try to avoid Tesson as much as possible. It is a busy road in front of a hospital and i am not sure if anyone is mentally fit enough to drive there. i almost always come close to getting slammed into by some one not paying attention to what they are doing. today in the parking lot alone a lady waited til i was out of my car to pull
FP,947,neutral_allergen_mention,neutral_allergen_mention|illness_mentioned_not_caused_here,2,3.0,232,,"We just went here tonight. We were excited to go here as we just recently moved to Tampa. Unfortunately, something we hadn't realized while reading the reviews, is that the all you can eat sushi deal is ONLY during lunch. That's the only reason we went there and when we found out it was only for lunch we nearly left. Unfortunately, we stayed... We ordered 2 rolls each plus two pieces of sushi each"
FP,960,unexplained_fp,unexplained_fp,1,1.0,105,,"The ""flagship"" Wawa is a joke. It's always filthy, they're always out of various items, and it's attracted a very shady crowd (thank god there's always cops here). Homeless people and ""One Step Away newspaper"" are always right outside ready to bother you for your change. I've actually been insulted by one of the homeless men after I wouldn't engage him when he bothered me (he actually wasn't askin"
FP,961,secondhand_or_hearsay,secondhand_or_hearsay|illness_mentioned_not_caused_here,2,3.0,108,,"This place is pretty good but... if you like onions on your pizza be ready for a rude surprise- this place refuses to use onions (apparently someone there is allergic to onions... weird choice in work if that's your allergy). If you absolutely hate/ allergic to onions, this place is the prime pizza spot for you. Also, bare in mind, they tend to be ambiguous about what dishes have meat or not so, i"
FP,963,negated_hazard,negated_hazard|illness_mentioned_not_caused_here,2,3.0,60,,"This place was a fun spot to post up for dinner - fun dinner/party vibe-- BYOB too and amazing plating! Only downside is that the sushi was sub-par.. Didn't get sick or anything just not memorable. Everything is also ""crunchy"".. I hate that. Suffocating the fish in tempura crunch is like their thing- if you dig tempura you'll love it."
FP,971,unexplained_fp,unexplained_fp,1,3.0,74,,"The hostess/manager was polite and was able to seat us fast. The place felt a little hospital-ish. It was very bright and all white tile. The oysters were good, and came quickly. The po-boys and shrimp and grits were both good. We went here, as all the other places on Bourbon Street had long lines. We'd probably go there again, under similar circumstances. Not a memorable dinner, rather a quick an"
FP,975,unexplained_fp,unexplained_fp,1,3.0,117,,"The line is long and the service was bad. The person who I ordered with forgot my order so my friends finished half of their custard before I got to mine and she was rude about it. I don't truly understand the appeal of it all. It's just vanilla frozen custard with stuff mixed into it. I would prefer just a good old scoop of normal ice cream, but in the end it did fulfill my craving for something "
FP,978,negated_hazard,negated_hazard,1,2.0,80,,"I could not improve on Cindy Xs review below. Had no choice cause I was staying at the hotel across the street and followed a group here. Never would have entered on my own. It's in perhaps the saddest shopping center I've ever seen. On the plus side service was decent, beer was good, and we didn't get food poisoning. They attempted to accommodate one persons gluten allergy, but thought gluten was"
FP,981,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,1.0,89,,I waited 10 mins in line because the person in front of us was charged incorrectly and the person at the register couldn't figure it out. We finally are free to start ordering and the same person who couldn't figure out the incorrect transaction.. Nodded out while taking my order... She was out more than 30 seconds!!! She woke up and said wow I'm really tired.. Sorry. NO YOU ARE HIGH AND YOU ARE L
FP,985,negated_hazard,negated_hazard|illness_mentioned_not_caused_here|strong_negative_sentiment_only,3,1.0,49,,"Very rude. When I asked for no wasabi, they just wiped it off the fish and sent it back. Since I just don't like wasabi and am not allergic, I just ate it. But then they charged for a new order. Even though they gave me the same fish."
FP,998,negated_hazard,negated_hazard|illness_mentioned_not_caused_here,2,2.0,276,,"5 stars for Old City but the service was horrible at this spot on the day that i went. I'm not a student, so i wonder if they are sick and tired of students going and so treat everyone like A-Holes? The service was very slow which is unheard of any time i go. They forgot parts of the order and then tried to bring it at the end, charged us, when we had pretty much finished eating, and were boxing t"
FP,1002,negated_hazard,negated_hazard|illness_mentioned_not_caused_here,2,3.0,43,,"Hole in wall, convenience store. No bathroom, which is scary. Sandwich was good, a bit on the sweet side due to the signature garlic butter. I did not get sick, but I was a little worried it may happen. Cheap, good, solid sandwich."
FP,1007,unexplained_fp,unexplained_fp,1,3.0,33,,"Food is ok for a Hospital. Some of the staff are nice, others are rude. Overpriced but have a "" captive audience "" meaning patient families. Plus hardly any place nearby to eat."
FP,1010,negated_hazard,negated_hazard|illness_mentioned_not_caused_here,2,1.0,45,,Disappointed. My chicken tenders were cold in the middle and I was afraid to finish them. I went through the drive through and didn't have time to go back. I'm going to hope for the best that I don't get sick. Now I'm hungry. Sigh.
FP,1011,neutral_allergen_mention,neutral_allergen_mention|negated_hazard|illness_mentioned_not_caused_here,3,3.0,160,,"Gluten free pizza! They claim to make their own crust, though it tastes and feels similar to the pre-made crusts many places get from a gluten free delivery service. Really not bad feel or flavor. Relatively quick take out service. I ordered my gluten free pie, walked over to the dvd store and picked up an arm full of cheap three year old underperforming movies, came back, grabbed my fountain soda"
FP,1017,unexplained_fp,unexplained_fp,1,1.0,155,,"The service was ok but the food was not. I decided to go with the $15 lunch special. You get a salad or soup, a choice of 3 main meals and a dessert. Can't go wrong .... right? WRONG! The soup was good but the main meal was blah. I ordered the sweet and sour beef on rice. The rice tasted like minute rice (cardboardy) and the beef looked rather grey and was not very tasty. Then came the dessert - a"
FP,1025,secondhand_or_hearsay,secondhand_or_hearsay,1,1.0,362,,"I just recently ate at Chili's at about 8:00 PM on 10/29/2017. I was greeted by a waitress who insisted on using terms of endearment towards me while calling my male companion ""sir"". I ordered the white spinach queso dip and we each ordered beers. The dip was amazing. The waitress was disgusting, as she turned the corner to deliver someone's food she belched so loudly that everyone could hear, no "
FP,1037,secondhand_or_hearsay,secondhand_or_hearsay|illness_mentioned_not_caused_here,2,1.0,181,,"It's amazing how staff can make or break a company. Fran was apparently having a really bad day. I wanted to sign up for the store card because this seems to be my go to quick stop shop (also because I was buying the Gatorade that was on sale 2/$3). Fran signed and said,""not with this line"". Seriously, there were only a couple people in line. Then, she proceeded to try and scan a card to sign me u"
FP,1046,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,3.0,74,,"Cool laid back atmosphere, nice draft selection. A little inconsistent on the mixed drinks though. Ordered a Ketel 1 and cranberry, it was ok. Just your average drink. Ordered another, got a full glass of ketel 1 with a splash of cran, it was OK . I prefer consistency over being under served or given alcohol poisoning any day. I will be back, I am sure the newness kinks will be worked out soon!"
FP,1056,neutral_allergen_mention,neutral_allergen_mention|illness_mentioned_not_caused_here,2,3.0,111,,I have not been here in 4 years. the blueberry mojitos have been replaced with a very syrupy mango version that tastes like well.. mango juice and rum. The mac n cheese was definately not somethig I would normally order on a hot summer afternoon but it was not too overwhelming and filling. Just the perfect snack to share with good company. The tuna tacos were also delicious although a little price
FP,1057,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,3.0,396,,"After shopping in the Springfield Mall last Sunday, my boyfriend and I decided to stop at Carrabba's. Neither of us had eaten at Carrabba's in a few years, so we both had almost forgotten about it. There was a 45 minute wait (I guess everyone had the same idea as us), but we were told we could sit ""at the bar."" I didn't realize that ""at the bar"" meant we'd be sitting on super high stools, with a d"
FP,1059,unexplained_fp,unexplained_fp,1,3.0,105,,"This was my mom's favorite restaurant -- she asked for their pizza as soon as she got out of the hospital! Family-owned, pizzeria with a restaurant in the back. Iceberg lettuce salads, expired bottles of soda so it tasted like liquid cardboard, overly salted everything. But, sometimes that's exactly what you want. And sometimes I just wanted their rubbery, salty chicken marsala with garlic bread t"
FP,1066,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,2.0,59,,This place is insanely overrated. I guess it's good if you're staying at the hotel and it has a super convenient location but otherwise I would avoid it. The food isn't bad but one of its best qualities is that it won't make you sick. I'll pass next time I'm in New Orleans and recommend you do the same.
FP,1074,unexplained_fp,unexplained_fp,1,3.0,114,,"The burgers are very Juicy, but everything else is very Average. The plain fries at smashburger taste like the food service French fries from the hospital and are a mockery, in both size and flavor, of the greatest fries on Earth (McDonalds). IMHO, this place is going to really struggle without a Drive-Thru window even though it is in a prime location (as far as prime locations with an extreme lim"
FP,1076,neutral_allergen_mention,neutral_allergen_mention|generic_complaint_no_hazard,2,3.0,173,,"This place is okay. Their waffle fries are yummy and their 2 for-1 beers nights are good. The service is atrocious though! Every time I have gone there, it take forever for us to even get our drinks. I went to happy hour with one of my coworkers who has celiac's disease. She asked the server about gluten free options and the server was very snarky and rude back to my coworker. She acted as though "
FP,1098,unexplained_fp,unexplained_fp,1,3.0,524,,"Yesterday a close friend had an outpatient surgery. I got up very early to take her to the hospital and although I had coffee, I hadn't eaten all day and was hungry. She is very particular about her food and loves their broccoli cheese soup. I am gluten free and if I eat here, I usually get a salad. So after she was released the hospital suggested she eat soup so I decided to run into Panama and g"
FP,1101,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,2.0,279,,"OK so we've been excited to try Tin Drum since it opened 3 months ago. Decided to let them get the opening kinks out. Unfortunately, looks like they won't be here in 2016. The Good: The Thai Chicken Taco was very good. Great flavor and good value for $3. Don't know why someone hasn't thought of this combo before. Nice blending of a soft taco with rice, chicken, Thai flavoring and slaw. My coconut "
FP,1120,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,3.0,52,,"Not as good as I remember. The first time I went it was phenomenal. I went again and got the same thing to-go. Wasn't as flavorful and the sauce was something I'm allergic too. I didn't know that sauce came with it. Nevertheless, I may be willing to try again. We'll see."
FP,1121,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here|strong_negative_sentiment_only,2,1.0,181,,You know what I once gave this place four stars. Not anymore. After going there four six months and my family goes four times a week. To be treated as bad as we were by thier horribly rude staff is terrible. At first we order four times a week I wanted a club sandwich. They said o were out of white bread on the phone. I said your located next to an acme like right next to one. So they made me get 
FP,1145,secondhand_or_hearsay,secondhand_or_hearsay|illness_mentioned_not_caused_here,2,1.0,311,,Got a coupon in the mail. So decided to try it out since I have not been to a Ruby Tuesday forever. Checked in and was told they were on a wait because the kitchen was backed up. Counted 12 tables in side that were in eye site empty and the whole patio empty. The hostess was the problem apparently she had been beaten by her boyfriend the night before and tried calling in sick. Well I felt bad but 
FP,1147,negated_hazard,negated_hazard|illness_mentioned_not_caused_here|unpleasant_not_unsafe,3,1.0,64,,"This place is FILTHY! The floors are filthy, the counter tops are Filthy - gave me the creeps! I checked every isle and the prices were higher than Publix for grocery items and the meat prices were on par with Winn Dixie. Not worth the trip to even look around certainly not worth getting sick t purchase anything from here. We won't be back"
FP,1155,unexplained_fp,unexplained_fp,1,3.0,124,,"My wife and I just took the ""Jazz Lunch Cruise"". The good: Cool boat. Pretty scenery. Interesting narration. Impressive steam engines. Overall, a nice ride. A bit steep but, a nice ride. The bad: The food was seriously disappointing. We're talking hospital cafeteria quality. If it had been free, it still would have been underwhelming. You could throw a rock anywhere in the French Quarter and be gu"
FP,1161,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,3.0,332,,"I have actually been here a few times, but since I haven't visited this place in about 3 years, I am going to be basing my review on my most recent experience: yesterday's. So I'm with my big group, a party of 7 to be exact, and we are seated at the first table we laid eyes upon, crammed in the corner. Pretty awkward start. But that's ok, we still have another hour or two to go, right? Well, succe"
FP,1166,unexplained_fp,unexplained_fp,1,2.0,48,,"Great food, but horrible customer service and will never come back. The people who work here have the worst attitude and are unhelpful. As one of the many restaurants near the hospital you are likely to get better service and same quality food elsewhere. Not worth the trouble!"
FP,1173,unexplained_fp,unexplained_fp,1,3.0,140,,"I first visited the Barnes Jewish cafeteria while waiting for a family member whom was having surgery. I stopped in just before the lunch rush to discover a wide variety of lunch options, ranging from several selections of hot dishes, sandwiches, salads, and more. I ended up going with a Chicken Parmesan entree, which was priced at about $8 for a reasonable portion. Seating is plentiful, however i"
FP,1192,unexplained_fp,unexplained_fp,1,3.0,192,,"Had dinner here on a Friday night around 6:30, the place wasn't packed but was starting to get a little cramped. This small eatery is just south of Rittenhouse Square next to graduate hospital. The atmosphere is very moderate and reserved. The food is best identified as Korean fusion, dishes friendly to the American palate and inspired with Korean ingredients and flavors. If you want an authentic "
FP,1204,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,3.0,162,,"This is pretty much the closest store to my house, so I've been going there for years for grocery basics. It's easy to find things, the staff is helpful, and overall, not bad at all for a supermarket. Unfortunately, when I headed over to pick up some allergy medicine at 11ish on a Sunday night, I was robbed as I got in my car. The parking lot for the whole shopping complex, McDonald's and all, was"
FP,1207,neutral_allergen_mention,neutral_allergen_mention|negated_hazard|illness_mentioned_not_caused_here,3,2.0,223,,"Highly meh food. Which is really too bad, as I've been waiting for this place to open for quite a while. The veggie burger was a) frozen, and b) was a weird mix between grains (good) and that fake meat texture (bad - having not eaten meat for so long, anything that emulates it even remotely well makes me a little ill). No. No no no. The smoked tempeh was passable and did not do a thing to save tha"
FP,1222,negated_hazard,negated_hazard|illness_mentioned_not_caused_here,2,3.0,239,,"Last night I had a craving for Chinese food but I was feeling way too lazy to get out of the house. I searched through my file (yes, I have an actual file folder) of places that deliver and I discovered a menu for Super Wok that had probably been in that file for several years. I'm always a little skeptical of Chinese places just because you always hear horror stories of people getting sick off Ch"
FP,1223,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here|strong_negative_sentiment_only,2,1.0,87,,"We ate here many times and always enjoyed ourselves until the last time. It's a small place and they have added hookah. Unfortunately, the tobacco smoke makes dinner a disaster for me as I am highly allergic to tobacco smoke. I don't know why this is legal when smoking cigarettes, pipes, and cigars is illegal. I guess smoking fans convinced the city that hookahs are totally different. Well, they a"
